customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3193-VRNL,Male,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,18.25,241.89,No
3194-WYAO,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.75,4841.59,No
3195-XFNR,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.8,2430.21,No
3196-YMAU,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,59.01,4835.61,No
3197-ZTNX,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.98,45.64,No
3198-AAAA,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,211.16,No
3199-BHND,Male,0,No,No,54,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),58.1,3391.32,No
3200-COAG,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.5,2979.17,No
3201-DVNJ,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,62.59,3590.11,No
3202-ECAM,Male,1,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.82,41.75,No
3203-FJNP,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,25.22,836.08,No
3204-GQAS,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),71.88,162.15,No
3205-HXNV,Female,1,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.47,1970.28,No
3206-IEAY,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),112.68,7771.02,No
3207-JLNB,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,372.36,No
3208-KSAE,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,38.99,2410.02,No
3209-LZNH,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,475.25,No
3210-MGAK,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.43,66.1,Yes
3211-NNNN,Female,1,No,No,11,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.33,728.27,No
3212-OUAQ,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,54.56,3290.17,No
3213-PBNT,Female,0,No,No,44,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),66.32,2798.83,No
3214-QIAW,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,75.54,137.76,No
3215-RPNZ,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.38,142.44,No
3216-SWAC,Male,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.81,2327.71,Yes
3217-TDNF,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,49.71,129.54,No
3218-UKAI,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),118.75,3993.79,No
3219-VRNL,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.85,3828.89,Yes
3220-WYAO,Female,1,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,91.41,Yes
3221-XFNR,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.08,54.9,No
3222-YMAU,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),31.64,2101.55,No
3223-ZTNX,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,18.25,178.72,No
3224-AAAA,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.94,250.72,Yes
3225-BHND,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,57.17,2285.19,Yes
3226-COAG,Male,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,108.52,5034.71,No
3227-DVNJ,Male,0,No,No,59,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.62,2546.74,No
3228-ECAM,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.43,1778.75,No
3229-FJNP,Male,1,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,259.27,No
3230-GQAS,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,118.75,1551.07,No
3231-HXNV,Female,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.0,490.07,No
3232-IEAY,Male,0,No,No,44,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,78.9,3199.02,No
3233-JLNB,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.88,94.22,No
3234-KSAE,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,118.75,5240.74,No
3235-LZNH,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,63.52,1963.47,No
3236-MGAK,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,90.31,496.56,No
3237-NNNN,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),109.97,388.26,Yes
3238-OUAQ,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,55.34,3180.41,Yes
3239-PBNT,Female,1,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),79.7,450.81,Yes
3240-QIAW,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),57.8,2214.93,Yes
3241-RPNZ,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.33,5000.8,Yes
3242-SWAC,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,634.94,No
3243-TDNF,Female,0,Yes,Yes,49,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,69.02,3478.86,No
3244-UKAI,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),65.79,63.04,Yes
3245-VRNL,Male,0,No,No,34,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),63.52,1874.38,No
3246-WYAO,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),33.28,35.85,No
3247-XFNR,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,58.33,No
3248-YMAU,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),118.75,398.73,No
3249-ZTNX,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,86.72,6106.11,No
3250-AAAA,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),118.75,673.62,No
3251-BHND,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.86,404.55,No
3252-COAG,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),118.75,2937.85,No
3253-DVNJ,Male,1,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,72.97,585.98,Yes
3254-ECAM,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),18.25,1209.16,No
3255-FJNP,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,44.96,1914.34,No
3256-GQAS,Female,1,No,No,58,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),18.25,1053.76,No
3257-HXNV,Male,1,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.93,2206.92,Yes
3258-IEAY,Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.42,26.94,No
3259-JLNB,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,21.9,472.31,Yes
3260-KSAE,Male,1,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,385.65,Yes
3261-LZNH,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.31,4024.97,Yes
3262-MGAK,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.71,4038.76,No
3263-NNNN,Male,1,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.47,526.02,Yes
3264-OUAQ,Female,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),25.67,677.75,No
3265-PBNT,Male,1,No,Yes,61,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),53.83,2956.95,No
3266-QIAW,Male,0,No,Yes,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,66.07,65.29,No
3267-RPNZ,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),57.22,162.35,Yes
3268-SWAC,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.28,1544.52,No
3269-TDNF,Female,1,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47.5,574.02,Yes
3270-UKAI,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),29.15,32.96,Yes
3271-VRNL,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,3786.84,No
3272-WYAO,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.32,23.85,Yes
3273-XFNR,Female,0,No,Yes,1,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,43.42,45.46,Yes
3274-YMAU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),118.75,953.37,Yes
3275-ZTNX,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.44,5830.16,No
3276-AAAA,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.8,3928.14,No
3277-BHND,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.47,62.64,Yes
3278-COAG,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),37.98,2165.05,Yes
3279-DVNJ,Female,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.68,791.55,Yes
3280-ECAM,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.1,56.06,Yes
3281-FJNP,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),68.17,72.71,No
3282-GQAS,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),67.79,131.77,No
3283-HXNV,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.96,206.46,Yes
3284-IEAY,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),33.55,2006.83,No
3285-JLNB,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),103.98,2738.33,No
3286-KSAE,Male,1,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),101.02,5165.39,No
3287-LZNH,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,117.68,114.09,No
3288-MGAK,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,6268.81,No
3289-NNNN,Male,0,No,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),105.64,7928.14,No
3290-OUAQ,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.5,2359.31,Yes
3291-PBNT,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,7290.7,Yes
3292-QIAW,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),55.44,297.82,Yes
3293-RPNZ,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.06,201.97,No
3294-SWAC,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,31.02,177.93,No
3295-TDNF,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),118.75,133.36,No
3296-UKAI,Female,1,Yes,Yes,55,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.56,2448.38,No
3297-VRNL,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.64,1003.36,No
3298-WYAO,Male,0,Yes,No,29,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.88,2068.29,Yes
3299-XFNR,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,447.63,Yes
3300-YMAU,Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,45.1,2303.86,No
3301-ZTNX,Female,1,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.61,5750.27,Yes
3302-AAAA,Female,0,No,No,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,88.1,1761.72,No
3303-BHND,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,993.64,No
3304-COAG,Male,1,No,No,10,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),35.31,360.7,No
3305-DVNJ,Male,0,No,Yes,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),108.34,703.32,No
3306-ECAM,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.41,978.75,Yes
3307-FJNP,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),64.12,471.89,Yes
3308-GQAS,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,70.16,70.7,Yes
3309-HXNV,Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),113.25,3339.5,No
3310-IEAY,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.9,188.98,No
3311-JLNB,Female,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.8,449.27,No
3312-KSAE,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,116.09,8536.91,No
3313-LZNH,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),88.24,1616.27,Yes
3314-MGAK,Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.73,184.86,No
3315-NNNN,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,103.58,387.44,No
3316-OUAQ,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),68.37,71.82,Yes
3317-PBNT,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,118.75,249.64,Yes
3318-QIAW,Female,1,No,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.94,4066.98,Yes
3319-RPNZ,Female,1,No,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,36.07,469.2,No
3320-SWAC,Female,1,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,118.75,1963.04,Yes
3321-TDNF,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,118.75,618.71,No
3322-UKAI,Female,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,16.74,Yes
3323-VRNL,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.75,606.16,Yes
3324-WYAO,Female,0,Yes,No,38,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.11,2985.81,No
3325-XFNR,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,118.75,4130.43,No
3326-YMAU,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.79,1824.36,Yes
3327-ZTNX,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,80.61,1596.25,No
3328-AAAA,Male,1,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.65,233.72,Yes
3329-BHND,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,22.19,24.47,No
3330-COAG,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),70.69,69.59,Yes
3331-DVNJ,Female,1,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.26,1524.85,No
3332-ECAM,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.79,2381.93,Yes
3333-FJNP,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,117.37,6612.39,Yes
3334-GQAS,Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),113.95,4448.84,Yes
3335-HXNV,Female,0,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.78,4234.37,Yes
3336-IEAY,Female,0,Yes,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),72.19,1170.78,No
3337-JLNB,Female,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.62,4190.84,Yes
3338-KSAE,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.02,290.08,No
3339-LZNH,Female,0,Yes,No,41,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),105.09,4241.04,No
3340-MGAK,Female,1,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),78.27,4194.38,No
3341-NNNN,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,36.94,442.74,No
3342-OUAQ,Female,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.47,3399.81,No
3343-PBNT,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.37,1889.47,No
3344-QIAW,Male,1,No,Yes,2,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),79.84,161.58,Yes
3345-RPNZ,Female,1,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.44,1665.94,Yes
3346-SWAC,Male,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.75,1294.8,No
3347-TDNF,Male,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,64.76,No
3348-UKAI,Male,0,Yes,No,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,21.9,1104.1,No
3349-VRNL,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),21.9,271.98,No
3350-WYAO,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,17.09,No
3351-XFNR,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,53.94,95.52,No
3352-YMAU,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.15,1355.98,No
3353-ZTNX,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.66,4301.97,Yes
3354-AAAA,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,723.72,No
3355-BHND,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1092.4,No
3356-COAG,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),118.75,6702.41,No
3357-DVNJ,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.38,636.35,No
3358-ECAM,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,36.74,80.35,No
3359-FJNP,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.14,1294.13,No
3360-GQAS,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,72.52,64.62,No
3361-HXNV,Male,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.51,1303.95,Yes
3362-IEAY,Female,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,23.7,1068.62,No
3363-JLNB,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),47.5,186.37,No
3364-KSAE,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.69,680.98,No
3365-LZNH,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.71,244.09,No
3366-MGAK,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,18.25,928.31,No
